,Names,Adress,Phone,Email
523,Agence immobiliere LE PAVILLON,"56,chemin bachir ibrahimi,Poirson ,el-biar(face Ambassade d'Italie) - El biar Alger", 0661539910,Fax : 021922340
525,hiba good price,centre commercial golf el khalij - El mouradia Alger, 0665651221, rbigheart@hotmail.co.uk
526,OFCS,DAR DIAF  - Cheraga Alger, 0555499530, OFCS@YAHOO.FR
527,m2r,"165 centre commercial zemzem , sidi yahya  - Hydra Alger", 0662931816, lachib.ryad@yahoo.fr
528,Agence Immobiliere Ramdani nounou,03 rue reda houhou 2eme etage - Alger centre Alger, 021733769 / 0550643691 / 0661510545, noureddineramdani59@yahoo.fr
529,Elec-Dream meilleur choix ,BLIDA 360 Ouled Yaich - Ouled yaich Blida, 0661613286, sofianeelec@hotmail.com
533,BOOTIKA ,"Cité Douzi 1, N 107 - Bab ezzouar Alger", 0550606890 / 0661282899,Fax : 0550607671
534,Agence Immobiliere SAADI,pose Nu00b0 01 Khraicia - route de Saoula - Khraissia Alger, 0554687578, agencesaadi@yahoo.com
535,MAGMA Electronique,1 rue abane ramdane - Alger centre Alger, 0770588641, magmaelectronique@hotmail.fr
536,LocalHostDZ,Avenue 8 Mai 1945 BT 33 N 06 - Bab ezzouar Alger, 213560283526, support@localhostdz.com
537,AGENCE IMMOBILIERE YASMINE,kouba - , 0558038597 / 0792830819, ag.yasmine01@gmail.com
539,Agence el Amir,cité 20 aout coté la météo - Dar el beida Alger, 0550581075021505359, elamir_ag@live.fr
540,SARL SAITEC,16 Lot Ali Khodja II - Bordj el kiffan Alger, 0550804694, sarlsaitec@yahoo.fr
542,"Tlemcen Electronic ""Solutions électronique Automobile"" ",Boumerdes - Boumerdes Boumerdes, 0770256706, contact@tlemcen-electronic.com
543,Agence immobiliere*Immokame* Agrée par L'état,cite 468 logts bt 07 local no: 05 Ain naadja Alger - Ain naadja Alger, 213550685353213661401060,Fax : 00213021220951
545,iShop,Blida Blida, 0555686271, votrexx@hotmail.com
546,agence ,Ain Benian - Ain benian Alger, 0557088234, agimo.amine@hotmail.com
547,immoclair store,79 rue du 1er novembre Rouiba - Rouiba Alger, 0550502186, immoclair@outlook.fr
548,Station Diesel Services,Cité Kaidi lot N° 02  - Bordj el kiffan Alger, 05593090110550511298, techno-diesel_distribution@hotmail.fr
549,BRL LEADER COMPANY,"26, Rue Ait Boudjemaa - Cheraga - Alger - Cheraga Alger", 02137915205601819260559426497, brl.leader.company@gmail.com
553,QABES COM ,"Cité Makoudi 2,Villa N°30. El Alia - Bab ezzouar Alger", 023757367 / 0770651780 / 0770610908,Fax : 023757366
555,sidali,, 0771019206, dje_sidali@hotmail.com
556,L'HACIENDA,Route nationale N°08 - (à 500m du concessionnaire Peugeot)  - Les eucalyptus Alger, 021502777, contact@lhacienda-dz.com
558,Princesse d'Orient,"50, Rue Mohamed Belouizdad (Belcourt) Tel: 021 65 77 77 / 0551 81 11 05. 24 Boulevard colonel Amirou - Sidi mhamed Alger", 0216577770551811105, heros-algeria@hotmail.fr
561,Agence Immobiliere BAYA,"01 Ferme portella pons, Garidi, Kouba - Kouba Alger", 023706834 / 0550576281,Fax : 023706834
563,Agence Immobiliere Ayoub,RN Nu00b005 Bt Nu00b005 Bab Ezzouar - Bab ezzouar Alger, 05504478360554260060,Fax : 023831238
567,Lucratif immo,"35, rue Oukil Hadj M'hamed, El Mouradia-Alger. - El mouradia Alger", 0550500768, lucratifimmo@hotmail.com
568,Le petit Infogenie,"92,coopu00e9rative El Nasr  Les Vergers  Kouba - Kouba Alger", 023534589, petit.infogenie@yahoo.fr
569,Agence Immo d'or,Cité rabia tahar - Bab ezzouar Alger, 0552049611, Immodor2@hotmail.fr
570,lasity7 ,belcourt- birkhadem-alger - Alger centre Alger, 0555218031, lasity7@hotmail.com
571,CONFOMEUBLE,Lotissement guessas Draria - Draria Alger, 0551571806 / 0553048589, Perdormirealgerie@hotmail.com
572,Agence immobiliere El WAFA,39 rue jean richepin les sources - Bir mourad rais Alger, 023543559 / 023543558 / 0661516046, wafa_immo@yahoo.fr
573,Hocine mekroucha,taher-jijel - Taher Jijel, 0792431118, hocine.18@hotmail.com
574,REAVIMO GARIDI,Cité Garidi 1 Bt 04 Local 22 Kouba Alger - Kouba Alger, 0550470809 / 023702195,Fax : 023702195
576,Archi & Concept,29 avenue malika gaid - scala - elbiar - El biar Alger, 0556654807021909997, archiandconcept@gmail.com
578,Agence Imed,rouiba - Rouiba Alger, 0771247315, etsamrouche@yahho.fr
579,l'EXPERT Immo,Said  Hamdine/Sidi Yahia - Bir mourad rais Alger, 0668864071 / 0554993705, sh.lexpert.immo@gmail.com
580,Wifi Algerie,"13 Rue salah eddine el ayoubi, Bordj El kiffan, Alger - Bordj el kiffan Alger", 0550114099, contact@wifi-algerie.com
581,Agence la merveille,18 Rue Des 7 Merveilles Alger Centre ( Derrière Hotel l'Aurassi) - Alger centre Alger, 0662025369 / 0553933405 / 021721263, lamerveille_immo@yahoo.fr
582,Agence Rahma,"114, Avenue Ali Khoudja - El biar Alger", 0554183422021793819, agence.rahma@yahoo.fr 
583,Agence Rosaline,2248 logements ain naadja - , 0554172910, amine-men@live.fr
584,Agence IKRAM KOUBA,KOUBA garidi 2 coop el be sma  - Kouba Alger, 00213550948329,Fax : 0021321449243
585,RAHIM IMMO,   Sidi bel abbes - Sidi bel abbes Sidi bel abbes, 0773112675, nettocanal2010@hotmail.com
588,acadia,alger - Alger centre Alger, 0560016199, acadiainfo@aol.com
589,ABcomCS,"cité 165 logts, 05 maisons (en face les arrêts de bus) - Mohammadia Alger", 0664533512, abcomcs@gmail.com
590,AK2S Informatique & Formations,"Cité ZERHOUNI Mokhtar Bt B30, N°1, les Bananiers  - Mohammadia Alger", 021899724 / 0552251598 / 0555513595, sarl.ak2s@gmail.com
591,agence immo E'riadh Reghaia,cooperative immobilière  ENNASR REGHAIA ALGER - Reghaia Alger, 0550551959 / 0772507039, immoeriiadh@qmail.com
593,AG IMMO NEGIMA specialisée dans l'immobilier professionnel,sidi m'hamed - Sidi mhamed Alger, 0799381010, negimadz@gmail.com
594,Manchester-united ,Koléa - Kolea Tipaza, 0554043845, snooker-2009@hotmail.com
596,ALLELANCE IMMOBILIER Sétif,Cité Bouaroua  (Dallas 2ème tranche ) - Setif Setif, 0550033696, Allelance.immobilier@gmail.com
598,Agence Immo Contact,"centre commercial amar mekraf, cité 800 logts , local N°03, boumerdes a côté la protection civile et lycée frantz fannon    - Boumerdes Boumerdes", 024912776,Fax : 024912776
600,LapStop,"15, Rue Nacer Agoulmine-Kouba-Alger - Kouba Alger", 021280616 / 0542621735, kissarl.dz@gmail.com
601,Agence Elbeit,cheraga - Cheraga Alger, 021364661 / 021365277 / 0550481638 / 0560433007, agence.elbeit@hotmail.fr
603,Agence immobilière  Meissem Elroh ,"Route de bou ismail ,kolea , wilaya de tipaza - Kolea Tipaza", 0555422727, mohamedtchiali@gmail.com
604,Agence immobilière  SAKINA  Agrée par l'Etat,CIB   - Bordj el bahri Alger, 0550671200 / 0791735858,Fax : 023956262
605,BS INFORMATIQUE مـحل لبيع اجهزة الكمبيوتر  ,ـ20امام محطة ميترو جسر قسنطينة Ain naadja el Kares - Ain naadja Alger - Ain naadja Alger, 0557599785,Fax : 023935283
609,AGENCE IMMOBILIÈRE ANTINEA,"79, lot aissat idir - Cheraga Alger", 0550488792 / 0552467667, antineaimmobilier@gmail.com
610,informatique store,ALGER CENTRE.....BABEZZOUAR - Bab ezzouar Alger, 0792919302,Horaires de travail : De 09h à 18h
611,Kahina,Alger centre Alger, 0559039918, tradeinfo@rocketmail.com
612,avenir immobilier algerie,18bd colonel amirouche - Alger centre Alger, 023503545 / 023503529 / 023503634, avenirimmobilier@yahoo.fr
613,Dream Land,Rue N 11En face sociu00e9tu00e9 ALFREX Oued smar - Oued smar Alger, 0662652374, avatarcamhd@live.fr
617,Agence Easy Rent ,Dely Ibrahim - Dely brahim Alger, 16, easyrent16@gmail.com
618,Agence Pittoresque,SIDI YAHIA HYDRA  / page facebook : Agence Immobiliu00e8re Pittoresque - Hydra Alger, 0558486794 / 0771850705 / , pittoresque_immobillier@outlook.fr
619,phone home ,bachdjerrah  - Bachdjerrah Alger, 0770223364, quicklyman87@hotmail.com
621,agence immobiliere La clé d'or agree par l'état,djemaouneahmed@yahoo.fr - Hussein dey Alger,  / 0550579532 / 0558226113, djemaouneahmed@yahoo.fr
622,REAVIMO ORAN,"10 rue de carnot ,miramar.oran - Oran Oran", 0770513841, contact-oran@reavimo.com
626,Rafik store, rue de tripoli - Hussein dey Alger, 0552245157, chibanirafik@hotmail.fr
627,Joker-Sat ™,karmos1@live.fr ..0776178010 - Blida Blida, 0776178010, karmos1@live.fr
629,Rcomputer,03 rue mokadem (en face l'apc) douera alger - Douera Alger, 0551045675, Rcomputer_2010@yahoo.fr
630,BUREAU D'AFFAIRE,Bab ezzouar Alger, 0555163013, rachid.bdl@hotmail.com
632,FreeMobile,rue Ali remli bouzareah Alger  - , 0550345303,Fax : 0550641732
633,Doyen immobilier,"03,Route de Ain Benian Cheraga - Cheraga Alger", 0550050504,Fax : 023361921
634,El Mordjane Immo,"4 Rue -Hai galloul ,lot N 33 bordj-el-bahri  -Alger  - Bordj el bahri Alger", 023955244,Fax : 023955245
635,"Eurl: Maestro Algérie Son,Lumière,instruments musique Alger", alger centre  - Alger centre Alger, 0772809280, maestroalgerie@gmail.com
636,ETS ZOUAI   SONORISATION et INSTRUMENTS DE MUSIQUE,"place du 1er Mai, 21 rue Mohamed Belouizdad - Alger centre Alger", 0553125686 / 0661392940 / 021668837, etszouai@live.fr
637,Feloussimmo,31 Bois des Cars 1 Alger    - Dely brahim Alger, 0560390253, feloussimmo@gmail.com
639,agence immobilier el kamar,AIN TAYA - Ain taya Alger, 0772345576, agence-elkamar@hotmail.com
641,Audin immobilier ,16 rue du stad hydra - Alger centre Alger, 021636253, audin_immobilie@hotmail.fr
642,bureau d'affaires ghezal boudouaou,Boudouaou Boumerdes, 0550804134 / 0770242889 / 024916710, bureau_d-affaire_ghezal@hotmail.fr
643,MADE IN UK,PRES DU MARCHE LA ROUDOUT   EL GOLF - El mouradia Alger, 0555450244, naw27el@hotmail.com
644,didy86,Ouled fayet Alger, 0771275300, othmane-didy@hotmail.com
645,International Beauty Line,Lot Gomez Nu00b073 staoueli - Staoueli Alger, 021395352, contact@internationalbeautyline.com
646,Dar El kamel Immobiliers Pour Entreprises       ,ALGER. - , 0555583272 / 0668880958, ag.oukalikamel@gmail.com
647,Agence Douaa,egico - Bachdjerrah Alger, 0790776082, douaagence@yahoo.fr
649,Ag immobilière safa immo agrée par l'etat,cooperative sastra local n°39 div 50 garidi(en bas du cimetière)  - Kouba Alger, 0560775594,Fax : 0668162648
650,Global Cabine,cité 5 juillet - a côté nouvelle mosquée - Bab ezzouar Alger, 0550666223 / 0550777428 / 0560154390 / 023837283,Fax : 023837282
651,Le petit Créatif ,"58, Citu00e9 Kaouche, Lotissement des 70 logements. Chu00e9raga, Alger - Cheraga Alger", 0552006211, lepetitcreatif2010@gmail.com
653,anes tarek ,alger 1er mai - Alger centre Alger, 0661568502, lindat2009@live.fr
656,Agence immobiliere le bon coin,"1,rue Bourbonnais air de France - Bouzareah Alger", 0661193220 / 0770748494 / 0553494835, agenceimmobiliereleboncoin@gmail.com
658,مـحـمــد,ain taya  - Ain taya Alger, 0554940503, momoh_b2002@yahoo.fr
659,KawtherMotorcycle,AIN NAADJA N°13 LOCAL N°2 - Birkhadem Alger, 0555625882, kawtherparts@gmail.com
661,AM Computer,EX CALVAIRE KOUBA ALGER - Kouba Alger, 021777993 / 0550187643,Fax : 21321777993
662,Agence Building,cité la oncorde batiment U N°7 - Bir mourad rais Alger, 021565509, building.transact.dz@hotmail.fr
665,DAR EL ACIL ,route N:24 bordj el kiffan - , 0560889068 / 0561698511, mouradilo263@gmail.com
666,Agence Immobilière L'espérance (agréee par l'état),cité des  frères  Abbas DAR El BEIDA - Dar el beida Alger, 023813259 / 0552008808 / 0557342696,Fax : 023813259
668,Reavimo Saket,"Village touristique saket, Bejaia, Algerie - Bejaia Bejaia", 0560043595, etsalillat@gmail.com
669,IMMOTHEP,"rue ST Charles,  - Bir mourad rais Alger", 021540025 / 0556930638 / 0551710237, immothep.dz@gmail.com
670,OPENBOX WORLD ,draria - Draria Alger, 0660425701, ahrassat@ahras-sat.com
671,Saby-rod ,Cheraga Alger, 0550587434, mounirzaki@hotmail.fr
672,greenhome ,174 Rue Ali Remli Bouzareah - Bouzareah Alger, 0219003960555133131, contact@greenhome.dz
673,agence immobiliere EL MOUROUDJ agreer par l etat,lotissement karl n17 ain benian alger cote hotel hammamet  - Ain benian Alger, 0551630812 / 0549063274,Fax : 023225834
676,DNCimmobilier,Cité DNC Villa 7 Hydra - Hydra Alger, 00213661583144,Fax : 0021321604109
677,Agence Immobilière MARCELLO,"57 rue khoudjet el djeld ,les sources - Bir mourad rais Alger", 023543824, agence_marcello@hotmail.fr
678,BUREAU D'AFFAIRES EL MORDJANE,BOUZAREAH   ALGER - Bouzareah Alger, 0555726467 / 0771144931, elmordjanimmo@gmail.com
681,Info Star Computer,"02,rue saint charle les sources bir mourad rais alger - Bir mourad rais Alger", 021446899, ISC90@HOTMAIL.COM
682, Reavimo Tipaza, tipaza  - Tipaza Tipaza, 0770385674, contact-tipaza@reavimo.com
684,FLORMAR,Alger - Alger centre Alger, 0667723800, flormardz-cosmetic@yahoo.com
685,Agence Immobiliére ,Cité Bachdjarah - Bachdjerrah Alger, 0770313131, agencebach@gmail.com
686,montres de prestige césarée,"2 Bd, Sidi Yahia, Hydra - Hydra Alger", 021565554 / 0550470026, montredeprestige@gmail.com
689,Ecole MAYA,"02,rue victor hugo alger centre - Alger centre Alger", 021734242, ecole.maya@yahoo.fr
691,Agence le nord,Missonier - Alger centre Alger, 0561237287 / 0771190016, agence_lenord@yahoo.fr
693,Agence les cheminots,3 rue Ali Azil - Sidi mhamed Alger, 0555691311, ag_lescheminots@yahoo.fr
694,Samir Immobilier,Sidi moussa  - Sidi moussa Alger, 0550715675, samirolakogulu@gmail.com
695,Prolap,02 rue dugeut vieux kouba alger - Kouba Alger, 0542466904, prolap.dz@gmail.com
696,EL-WASSILA IMMOBILIER clickez ici pour voir mes produits,200lgts Bt A/2 local N°01 AIN NAADJA.ALGER - Ain naadja Alger, 0559776442 / 0771680811 / 0550456009 / 021830473, farida_immobilier@yahoo.com
698,Thuraya Technology System,alger.ghardaia.ouargla laghouat - Bordj el kiffan Alger, 0552200205, thuraya47@yahoo.fr
699,Le Boulevard des marques,Bir mourad rais Alger, 0699008050, sporting1981@live.fr
700,WAMANA VIAJES Y NEGOCIOS (BARCELONA VIAJES),"05 RUE RACHID TIDJANI ,LA GRANDE POSTE ""AVENUE PASTEUR"" - ", 0698888808 / 021633156,Fax : 021633156
702,Mobilier De France,Dely brahim Alger, 0555037545 / 43 / 42 / 41 / 40,  ferano_dz@yahoo.fr
704,laptop store 15,2eme Portail BASTOS Tizi Ouzou - Tizi ouzou Tizi ouzou, 026214125 / 0554202318 / 0553900998, laptopstore15@gmail.com
708,Agence Ali Dey,11 novembre bordj el kiffan  - Bordj el kiffan Alger, 0550793417, bakialidey@yahoo.fr
710,TURKUAZ,"Cité 11 Decembre, Dely Ibrahim (en face de Mobilis en allant vers Cheraga) - Dely brahim Alger", 0557690330, turkuaz@turkinvest.info
711,MIRAGGIO CUISINES,SIEGE:BIR MOURAD RAIS ALGER. Showroom Boumerdes : CITE ALILIGUIA NO:9 BOUMERDES - Bir mourad rais Alger, 0214453220550463248, miraggio@turkinvest.info
712,Bureau d'affaires et immobiliers AMJAD,"Citu00e9 180Logts., Bt.09, Local Nu00b007, les bannaniers, Mohammadia, ALGER - Mohammadia Alger", 0550091215 / 0558849220 / 0557637302, hirondelle_imob@yahoo.fr
713,agence cheikh salah,3 rue ali azil reda houhou Alger - Alger centre Alger, 0556483785, Salahameur006@gmail.com
714,Business IMMO,bureau d'affaire BUSINESS-IMMO centre commercial qods cheraga-alger- - Cheraga Alger, 0561282170, business-immo@hotmail.fr
715,Agence Maria ,les vergers - Bir mourad rais Alger, 0550396765 / 023550739,Fax : 023550739
716,Reavimo Medea,Rue des Frères BACHENE - Medea Medea, 025586457 / 0555533284, reavimomedea@yahoo.com
717,Hasar-informatique,Bordj el kiffan Alger, 0772082722, hassanaymen@hotmail.fr
718,iHostme,15 Rue lakhdar Soufi - Batna Batna, 213555407258, admin@iHostme.com
719,ice-watch,route de sidi yahia bt 01 n°2 hydra - Hydra Alger, 021286912, linor-diffusion@hotmail.fr
720,Agence immobilière Immo Rabia (agrée par l'état),"Citu00c3u00a9 AADL (1) 1577 logements ,Bt 26,Local N 04 . - Bab ezzouar Alger", 05554758100776428744, immorabia 16@ yahoo. fr
721,BCKconsult,rue Jaques Cartier - Alger centre Alger, 021631303 / 0550330512 / 0551808532, bck.consult@gmail.com
724,....Showroom LG Douera...  LE MILLIEUR ACCUEIL VOUS SERA RESERVER,lot 04 villa N°02 douera  alger - Douera Alger, 0665553034, lgdouera@hotmail.fr
725,Vivacances,Alger - Alger centre Alger, 0, elycealgerie@yahoo.fr
728,Agence immo CHAHRAZAD,RESIDENCE ENNOUR  - Beni messous Alger, 0790911708 / 0555246916, louben54 @yahoo.fr
729,Che Store Oran,Oran Oran, 0773537039, trader_mehdi@hotmail.com
730,Agence ARMAF,cite armaf bat B5 El-harrach - El harrach Alger, 0551093612, agence_armaf@hotmail.fr
731,Sofiane DLFR ,1 mai - , 0551670555,Page Facebook : facebook.com/sofiane dirlaffaire
732,NOVA DESIGN,cooperative el amel 08-09 said hamdine alger(sidi yahia) - Hydra Alger, 021605706, novadesign.servicecommercial@gmail.com
733,Xbox Algerie,Cité Benzergua - Route de Dergana - ALGER - Bordj el bahri Alger, 0550690555, contact@xbox-algerie.com
735,Agence La Grande Terrasse,cité Garidi 2 BT 63 N 01 kouba alger  - Kouba Alger, 02156535105529733020661562139, immo_terrasse@hotmail.fr
736,Agence le petit bonheur,"coop zouatna, n 08, les vergers, kouba - Kouba Alger", 021544202 / 0550546641 / 0772325765, lepetitbonheurimmo@ymail.com
737,Loulou Dream,AADL 1 - Centre commercial de BAB EZZOUAR  - Bab ezzouar Alger, 0556866686 / 0550152202 / 0771645441, louloudream@yahoo.fr
738,DarPCBejaia,En Face Stade de Bu00e9jaia-Citu00e9 Djama villa 2 - A cotu00e9 du Radiologue Hamdi - Bejaia Bejaia, 0550693535, darpcinformatique@gmail.com
739,bureau d'affaire maya,hai el manzel saoula  - Saoula Alger, 0550674061, ryad185@hotmail.fr 
740,Madjid Stiral,AIN BENIAN  - Ain benian Alger, 0552125810, selmati.adel17@gmail.com
746,Sancarlo ,Alger centre Alger, 0556025773, sencarlo189729@hotmail.fr
950,Agence immo conseils ,Bd GAOUA  cite 100 logts  GETIC Bt 07  1er etage n°61 setif - Setif Setif, 21306614861662130549095884, zeghad1952@hotmail.com
952,Smail IMMO,bv Med 5 - Alger centre Alger, 06, smailimmo@yahoo.com
953,INFOMAC BEJAIA,BEJAIA - Bejaia Bejaia, 0550106045, mouh9036@hotmail.fr
954,PC -TOP,citu00e9 u00a9 2540 (chatou) Ain naadja alger - , 0558594664, Kelfaouiborhaneeddine@gmail.com
955,Promotion Djebar,DELY IBRAHIM - Dely brahim Alger, 0556772728, fouad_benmesbah@hotmail.fr
956,Le Palace Immobilier,Coopu00e9rative l'amitiu00e9  bloc C local nu00b010  Sidi Yahia Hydra - Hydra Alger, 0550405983 / 023573424 / 0773945489, lepalaceimmobilier@gmail.com
957,Agence el malika agreée par l'état,1 rue alexandree ribot telemly - Alger centre Alger, 02350503105504209960771241722, agenceelmalika@gmail.com
958,Maison Sublim Moi ,cité 08 Mai 45 dar el beida - Dar el beida Alger, 0550108214, ry9780@hotmail.fr
959,Les Pins Immobilier ,www.lespinsimmobilier.com - Hydra Alger, 0557700989, contact@lespinsimmobilier.com
961,Agence el rahma hydra,Hydra - Hydra Alger, 0557978379, assiaalian2016@gmail.com
962,Agence lala khedoudja,142chemin mohamed zekkal - Sidi mhamed Alger, 0552344804, sidbendadi@yahoo.fr
964,Corne D'or Immobilier,"90,Boulevard Krim Belkacem - Alger centre Alger", 021641554, cornedorimmo@hotmail.fr
965,Commodor immobilier ,"24, rue abou nouas Hydra - Hydra Alger", 0551801597 / 050448123 /  / , commodor.immo@gmail.com
966,SWAGG STORE,El achour Alger, 0553214731 / 0557068520 / 0555215848,  swagg_store@hotmail.fr
968,agence immobilière ijiljili,rue 1 novembre 1954 jijel-centre a coté de la cnep banque - Jijel Jijel, 0561276466 / 0782543533 / 0670190418 / 034499319,Fax : 034493919
969,Plein services,Coopérative  Ennadjah lot 09/G10 Garidi 1 Kouba Alger - Kouba Alger, 0661668667 / 0661667667 / 021282445 / 021282376, plein.services@hotmail.fr
970,Auto Star,Atelier 1 : Ferme Sastra G07 N°53 Garidi 1 Kouba Alger Atelier 2 : 71 Bis Chemin Makley Val detr - Kouba Alger, 0770372622 / 0550171214 / 021283691, autostar-alarme@hotmail.fr
971,El Moultaka,CITE base equipee dar el beida - Dar el beida Alger, 0550583101, agence.elmoultaka@gmail.com
973,Agence Transiko,"02, Rue Duguet (Vieux Kouba ) Alger - Kouba Alger", 021689324 / 0778239446 / 0551875179, transiko@gmail.com
974,Cabinet d'immobilier Saadi,"algerplage,coopérative Essalam,Bordj el Bahri - Bordj el bahri Alger", 0556086983,Fax : 023793022
975,Agence Akacha,Bt15 N08 Mokhtar Zarhouni les bananier Mohammadia alger - Mohammadia Alger, 021897045 / 0552500601 / 0554225745, akachaimmo@yahoo.fr
976,PC Custom ,"03, Rue Boualam Bouchafau00e2 - Kouba Alger", 0699582574, pc.custom.shop@gmail.com
